User_ID,Tenure_Months,Monthly_Charges_USD,Total_Charges_USD,Support_Tickets,Daily_Active_Hours,Plan_Type,Contract_Type,Churn
USR-21170,16,124.45,1896.66,0,3.9,Basic,Month-to-Month,0
USR-21171,48,264.99,12004.9,1,3.8,Basic,One Year,0
USR-21172,12,138.49,1573.01,10,1.4,Enterprise,Month-to-Month,0
USR-21173,23,246.62,5581.72,4,0.1,Basic,One Year,0
USR-21174,20,253.23,4739.2,2,3.9,Pro,One Year,0
USR-21175,12,42.19,510.52,1,1.9,Basic,One Year,0
USR-21176,7,213.76,1517.61,11,4.0,Basic,Two Year,1
USR-21177,17,117.78,2050.63,0,2.8,Basic,Month-to-Month,0
USR-21178,3,245.45,687.08,1,0.7,Basic,Month-to-Month,0
USR-21179,4,32.09,126.01,1,2.1,Basic,Month-to-Month,0
USR-21180,34,188.4,6447.76,0,1.9,Basic,Month-to-Month,0
USR-21181,39,233.87,8915.71,5,0.7,Basic,Month-to-Month,1
USR-21182,15,87.03,1307.03,3,1.7,Enterprise,Two Year,0
USR-21183,33,206.02,6700.3,4,4.9,Basic,One Year,0
USR-21184,37,32.3,1100.08,1,2.9,Enterprise,One Year,0
USR-21185,42,252.43,10748.58,1,3.7,Basic,One Year,0
USR-21186,3,152.0,451.34,4,3.3,Basic,Month-to-Month,0
USR-21187,23,298.24,6400.58,1,1.3,Enterprise,Month-to-Month,0
USR-21188,22,287.79,6308.71,5,4.4,Pro,One Year,0
USR-21189,24,166.69,3831.36,2,1.2,Basic,One Year,0
USR-21190,5,132.16,649.67,14,1.1,Basic,One Year,1
USR-21191,4,298.93,1193.64,0,3.8,Enterprise,Month-to-Month,0
USR-21192,41,262.16,10296.65,0,3.2,Pro,Month-to-Month,0
USR-21193,13,83.28,1088.48,1,0.2,Basic,Month-to-Month,0
USR-21194,36,119.91,4368.13,3,1.2,Enterprise,Two Year,0
USR-21195,26,115.06,2809.18,1,3.9,Pro,Month-to-Month,0
USR-21196,17,190.43,2999.16,0,0.8,Basic,Month-to-Month,0
USR-21197,22,269.27,5866.0,3,1.5,Basic,Two Year,0
USR-21198,10,39.91,386.86,2,0.6,Basic,Two Year,0
USR-21199,37,104.0,3757.24,1,2.8,Pro,Two Year,0
