Shipment_ID,Region,Carrier,Warehouse,Package_Weight_KG,Shipping_Cost_USD,Estimated_Days,Actual_Days,Delay_Days,On_Time_Delivery
SHP-61071,Latin America,FedEx,WH-Central,18.1,157.77,10,10,0,1
SHP-61072,Latin America,Regional Post,WH-Central,31.0,239.37,9,14,5,0
SHP-61073,Asia Pacific,FedEx,WH-West,42.6,286.88,2,2,0,1
SHP-61074,Asia Pacific,UPS Global,WH-South,20.8,148.49,4,6,2,0
SHP-61075,North America,UPS Global,WH-West,19.0,127.51,10,10,0,1
SHP-61076,North America,Regional Post,WH-Central,10.3,92.25,5,5,0,1
SHP-61077,Europe,DHL Express,WH-East,24.5,154.07,9,9,0,1
SHP-61078,Europe,UPS Global,WH-Central,33.0,265.76,7,7,0,1
SHP-61079,North America,FedEx,WH-South,32.8,250.89,5,5,0,1
SHP-61080,Latin America,FedEx,WH-East,43.8,249.58,4,4,0,1
SHP-61081,Asia Pacific,UPS Global,WH-South,41.9,321.2,8,8,0,1
SHP-61082,Asia Pacific,DHL Express,WH-South,3.4,26.22,4,4,0,1
SHP-61083,Asia Pacific,FedEx,WH-South,30.6,216.07,7,8,1,0
SHP-61084,Asia Pacific,Regional Post,WH-South,40.1,249.2,3,5,2,0
SHP-61085,North America,DHL Express,WH-Central,19.2,108.13,7,7,0,1
SHP-61086,Asia Pacific,DHL Express,WH-South,36.0,185.06,5,5,0,1
SHP-61087,Europe,Regional Post,WH-East,21.7,180.15,5,6,1,0
SHP-61088,Europe,UPS Global,WH-West,9.2,57.16,10,10,0,1
SHP-61089,Europe,FedEx,WH-West,24.7,99.91,9,10,1,0
SHP-61090,Latin America,DHL Express,WH-East,24.8,159.66,5,5,0,1
SHP-61091,Asia Pacific,UPS Global,WH-West,12.8,76.85,9,9,0,1
SHP-61092,North America,FedEx,WH-Central,3.0,25.58,10,10,0,1
SHP-61093,Asia Pacific,Regional Post,WH-East,11.7,86.68,3,3,0,1
SHP-61094,North America,Regional Post,WH-West,6.3,55.96,7,10,3,0
SHP-61095,North America,Regional Post,WH-West,8.9,53.46,6,7,1,0
SHP-61096,Europe,FedEx,WH-West,43.5,207.19,10,10,0,1
SHP-61097,Europe,UPS Global,WH-East,15.0,128.16,4,4,0,1
SHP-61098,Asia Pacific,DHL Express,WH-Central,43.0,270.88,7,7,0,1
SHP-61099,Asia Pacific,DHL Express,WH-Central,15.7,102.97,8,10,2,0
SHP-61100,Europe,Regional Post,WH-West,2.8,27.26,8,8,0,1
SHP-61101,Latin America,DHL Express,WH-Central,37.6,237.34,2,2,0,1
SHP-61102,North America,FedEx,WH-Central,40.7,206.12,8,9,1,0
SHP-61103,Latin America,Regional Post,WH-West,23.2,194.58,9,9,0,1
SHP-61104,North America,FedEx,WH-East,9.4,64.94,2,2,0,1
SHP-61105,North America,DHL Express,WH-South,27.0,165.88,7,7,0,1
SHP-61106,Latin America,FedEx,WH-East,1.4,17.24,4,4,0,1
SHP-61107,North America,FedEx,WH-South,7.9,71.78,7,7,0,1
SHP-61108,Asia Pacific,DHL Express,WH-East,11.6,59.6,3,5,2,0
SHP-61109,Latin America,DHL Express,WH-South,19.8,84.11,9,11,2,0
SHP-61110,North America,UPS Global,WH-South,7.6,47.63,8,8,0,1
SHP-61111,Asia Pacific,UPS Global,WH-West,32.8,214.14,10,10,0,1
SHP-61112,North America,DHL Express,WH-Central,9.4,83.44,2,2,0,1
SHP-61113,Asia Pacific,Regional Post,WH-Central,25.9,211.88,5,6,1,0
SHP-61114,North America,Regional Post,WH-West,12.5,79.61,3,3,0,1
SHP-61115,North America,Regional Post,WH-West,17.8,143.76,7,7,0,1
SHP-61116,Europe,Regional Post,WH-West,14.6,102.48,3,3,0,1
SHP-61117,North America,FedEx,WH-South,4.9,33.43,4,4,0,1
SHP-61118,Latin America,FedEx,WH-West,41.0,193.96,10,10,0,1
SHP-61119,North America,Regional Post,WH-East,17.4,78.07,10,10,0,1
SHP-61120,Asia Pacific,DHL Express,WH-South,23.1,96.02,7,8,1,0
SHP-61121,Asia Pacific,DHL Express,WH-West,14.5,126.79,10,10,0,1
SHP-61122,North America,DHL Express,WH-West,39.7,272.54,7,7,0,1
SHP-61123,Latin America,DHL Express,WH-Central,43.3,223.94,2,3,1,0
SHP-61124,Latin America,UPS Global,WH-West,4.2,33.43,4,4,0,1
SHP-61125,North America,DHL Express,WH-East,30.7,163.46,7,7,0,1
SHP-61126,Asia Pacific,FedEx,WH-East,8.5,79.54,2,3,1,0
SHP-61127,Latin America,UPS Global,WH-West,8.9,45.26,4,4,0,1
SHP-61128,Asia Pacific,FedEx,WH-West,39.9,238.84,2,3,1,0
SHP-61129,Asia Pacific,UPS Global,WH-East,44.7,210.71,9,9,0,1
SHP-61130,Europe,FedEx,WH-East,38.1,239.88,10,10,0,1
SHP-61131,Latin America,UPS Global,WH-West,3.4,33.0,4,4,0,1
SHP-61132,Asia Pacific,UPS Global,WH-South,14.1,67.91,4,4,0,1
SHP-61133,Europe,DHL Express,WH-South,19.9,113.59,10,11,1,0
SHP-61134,North America,Regional Post,WH-South,6.6,51.26,4,4,0,1
SHP-61135,Latin America,FedEx,WH-Central,25.3,121.28,6,6,0,1
SHP-61136,Latin America,UPS Global,WH-West,18.4,130.42,3,3,0,1
SHP-61137,North America,DHL Express,WH-South,21.8,116.76,7,8,1,0
SHP-61138,Latin America,DHL Express,WH-Central,20.9,127.13,6,6,0,1
SHP-61139,Latin America,DHL Express,WH-East,8.3,41.79,2,2,0,1
SHP-61140,North America,Regional Post,WH-East,30.4,181.7,7,7,0,1
SHP-61141,Asia Pacific,UPS Global,WH-Central,40.3,258.86,10,10,0,1
SHP-61142,North America,FedEx,WH-South,7.7,72.13,5,7,2,0
SHP-61143,North America,UPS Global,WH-West,26.6,156.07,6,6,0,1
SHP-61144,North America,Regional Post,WH-West,38.4,201.42,4,5,1,0
SHP-61145,Latin America,FedEx,WH-Central,40.3,339.07,9,9,0,1
SHP-61146,Europe,UPS Global,WH-West,37.1,230.26,7,7,0,1
SHP-61147,Latin America,UPS Global,WH-West,31.8,241.28,7,7,0,1
SHP-61148,Latin America,UPS Global,WH-Central,11.1,94.79,5,5,0,1
SHP-61149,Latin America,UPS Global,WH-Central,3.7,38.73,2,2,0,1
SHP-61150,Latin America,UPS Global,WH-Central,11.6,83.74,4,4,0,1
SHP-61151,North America,FedEx,WH-West,42.1,183.78,4,6,2,0
SHP-61152,North America,FedEx,WH-West,28.7,200.2,4,4,0,1
SHP-61153,Latin America,DHL Express,WH-West,44.8,324.03,2,3,1,0
SHP-61154,North America,Regional Post,WH-East,1.9,26.12,6,6,0,1
SHP-61155,Latin America,Regional Post,WH-South,31.1,188.38,5,5,0,1
SHP-61156,Europe,Regional Post,WH-West,30.1,185.87,5,5,0,1
SHP-61157,Asia Pacific,FedEx,WH-East,20.2,114.47,9,9,0,1
SHP-61158,North America,UPS Global,WH-West,18.1,82.99,6,6,0,1
SHP-61159,Europe,FedEx,WH-East,34.2,236.03,8,8,0,1
SHP-61160,North America,DHL Express,WH-East,26.0,168.85,9,9,0,1
SHP-61161,Europe,Regional Post,WH-Central,28.9,180.5,2,2,0,1
SHP-61162,Asia Pacific,DHL Express,WH-East,8.2,48.43,8,8,0,1
SHP-61163,Latin America,UPS Global,WH-East,3.6,39.51,4,4,0,1
SHP-61164,North America,FedEx,WH-West,30.7,129.7,5,5,0,1
SHP-61165,Latin America,UPS Global,WH-East,36.3,212.72,7,7,0,1
SHP-61166,Latin America,Regional Post,WH-West,26.7,133.25,2,5,3,0
SHP-61167,Asia Pacific,UPS Global,WH-Central,1.0,19.06,6,7,1,0
SHP-61168,North America,FedEx,WH-East,31.4,195.25,9,9,0,1
SHP-61169,Latin America,UPS Global,WH-East,35.9,267.62,4,5,1,0
SHP-61170,Europe,FedEx,WH-South,11.6,60.58,2,2,0,1
SHP-61171,Latin America,Regional Post,WH-West,41.7,314.25,2,2,0,1
SHP-61172,Latin America,FedEx,WH-South,41.2,314.67,5,6,1,0
SHP-61173,Asia Pacific,UPS Global,WH-West,42.8,292.7,10,10,0,1
SHP-61174,Asia Pacific,FedEx,WH-Central,41.8,200.29,6,6,0,1
SHP-61175,Latin America,UPS Global,WH-West,6.5,40.98,6,6,0,1
SHP-61176,Europe,UPS Global,WH-West,17.7,137.79,4,4,0,1
SHP-61177,Asia Pacific,UPS Global,WH-Central,25.5,102.02,3,3,0,1
SHP-61178,Asia Pacific,UPS Global,WH-Central,29.7,249.28,10,10,0,1
SHP-61179,North America,DHL Express,WH-West,28.8,179.17,4,4,0,1
SHP-61180,Latin America,UPS Global,WH-South,18.5,123.47,2,2,0,1
SHP-61181,Europe,UPS Global,WH-Central,31.5,232.54,9,9,0,1
SHP-61182,North America,Regional Post,WH-East,20.9,87.33,7,7,0,1
SHP-61183,Latin America,UPS Global,WH-South,6.5,40.91,6,6,0,1
SHP-61184,Asia Pacific,FedEx,WH-East,7.2,68.19,8,8,0,1
SHP-61185,Latin America,Regional Post,WH-South,34.1,187.29,3,3,0,1
SHP-61186,Asia Pacific,FedEx,WH-Central,31.3,189.74,9,9,0,1
SHP-61187,Latin America,FedEx,WH-West,18.2,135.39,8,8,0,1
SHP-61188,Europe,Regional Post,WH-South,5.8,58.59,2,2,0,1
SHP-61189,Asia Pacific,Regional Post,WH-South,34.9,213.2,6,7,1,0
SHP-61190,North America,Regional Post,WH-West,16.0,74.4,3,4,1,0
SHP-61191,Latin America,UPS Global,WH-West,27.9,128.11,10,10,0,1
SHP-61192,Europe,UPS Global,WH-East,34.9,177.82,9,9,0,1
SHP-61193,Europe,FedEx,WH-West,26.4,202.13,2,6,4,0
SHP-61194,Latin America,FedEx,WH-South,9.5,75.44,3,3,0,1
SHP-61195,Asia Pacific,DHL Express,WH-West,31.2,210.01,10,10,0,1
SHP-61196,Asia Pacific,DHL Express,WH-Central,36.9,171.78,3,4,1,0
SHP-61197,Latin America,Regional Post,WH-South,10.7,70.46,7,7,0,1
SHP-61198,Asia Pacific,Regional Post,WH-South,5.9,41.92,10,10,0,1
SHP-61199,Latin America,FedEx,WH-Central,0.9,17.35,3,3,0,1
