Employee_ID,Age,Department,Job_Role,Education_Level,Monthly_Salary_USD,Years_At_Company,Work_Life_Balance_Score,Job_Satisfaction_1to5,Performance_Rating_1to5,OverTime,Attrition
EMP-41056,23,Finance,Manager,Bachelors,6828.94,2,3,5,2,No,0
EMP-41057,31,Engineering,Executive,Bachelors,7875.4,2,2,1,2,No,0
EMP-41058,35,Sales,Analyst,Bachelors,14294.06,10,1,4,5,Yes,0
EMP-41059,62,Engineering,Developer,High School,25783.48,25,3,5,4,Yes,0
EMP-41060,37,HR,Manager,High School,10618.87,4,1,2,4,No,0
EMP-41061,29,HR,Specialist,Bachelors,10318.31,7,2,4,3,Yes,0
EMP-41062,55,HR,Developer,High School,14097.03,8,2,4,2,No,0
EMP-41063,52,Marketing,Analyst,Bachelors,9419.1,2,2,4,5,No,0
EMP-41064,43,Marketing,Developer,PhD,8540.7,5,2,5,4,Yes,0
EMP-41065,42,Sales,Developer,Bachelors,20064.62,14,3,3,5,No,0
EMP-41066,52,Engineering,Manager,Masters,24541.67,22,1,1,3,No,0
EMP-41067,43,Sales,Director,PhD,23822.24,22,1,1,4,No,0
EMP-41068,25,Engineering,Specialist,Bachelors,8994.4,2,2,3,5,No,0
EMP-41069,22,Engineering,Analyst,Bachelors,9614.92,1,2,2,4,No,0
EMP-41070,47,Sales,Specialist,High School,8518.05,2,2,4,4,No,0
EMP-41071,51,Operations,Executive,Bachelors,23024.24,20,2,5,3,No,0
EMP-41072,50,Marketing,Analyst,Bachelors,5783.61,1,3,4,3,No,0
EMP-41073,57,Engineering,Executive,Masters,7656.35,4,2,1,2,No,0
EMP-41074,33,Engineering,Developer,PhD,16220.0,12,3,3,5,No,0
EMP-41075,59,Engineering,Analyst,High School,14094.45,8,3,5,2,No,0
EMP-41076,59,Sales,Executive,Masters,12869.76,8,3,1,4,Yes,1
EMP-41077,62,Engineering,Developer,High School,26678.18,25,4,4,2,No,0
EMP-41078,28,Sales,Director,High School,11291.99,5,2,1,5,Yes,0
EMP-41079,55,Finance,Developer,Bachelors,19876.38,18,4,5,5,No,0
EMP-41080,39,Engineering,Analyst,Bachelors,14731.76,11,3,4,5,Yes,0
EMP-41081,58,Sales,Manager,High School,11106.01,5,1,5,2,No,0
EMP-41082,39,Sales,Analyst,Bachelors,19220.67,16,2,1,2,Yes,1
EMP-41083,46,Sales,Executive,High School,12025.19,8,4,2,2,No,0
EMP-41084,57,Sales,Analyst,PhD,25225.57,24,1,3,5,Yes,0
EMP-41085,45,Marketing,Developer,Masters,15245.29,14,3,4,4,No,0
EMP-41086,39,Engineering,Specialist,PhD,15623.3,13,3,4,2,No,0
EMP-41087,30,Engineering,Specialist,Bachelors,9159.48,2,1,3,3,No,0
EMP-41088,53,Marketing,Manager,High School,9340.92,6,2,3,5,No,0
EMP-41089,37,Engineering,Executive,PhD,10421.99,2,4,1,5,No,0
EMP-41090,62,Sales,Manager,Bachelors,14756.51,9,2,5,5,No,0
EMP-41091,29,Marketing,Developer,Bachelors,13265.71,4,2,5,3,Yes,1
EMP-41092,22,Engineering,Specialist,High School,5421.54,2,1,1,4,Yes,0
EMP-41093,43,Marketing,Manager,PhD,17551.92,15,4,1,2,No,0
EMP-41094,31,Marketing,Specialist,Bachelors,9335.98,5,1,5,2,No,0
EMP-41095,55,Sales,Analyst,Masters,17851.8,13,2,4,5,Yes,0
EMP-41096,46,Operations,Director,High School,6633.82,3,3,2,5,No,0
EMP-41097,41,Finance,Manager,High School,23151.96,20,1,3,4,No,0
EMP-41098,51,Finance,Executive,Bachelors,23658.52,22,2,3,4,No,0
EMP-41099,52,Engineering,Developer,High School,14789.41,11,3,1,4,No,0
EMP-41100,56,Engineering,Director,High School,16503.14,15,3,1,2,Yes,0
EMP-41101,58,Engineering,Specialist,Bachelors,18291.03,15,3,1,4,No,0
EMP-41102,37,Engineering,Executive,PhD,9131.87,7,2,5,2,No,0
EMP-41103,40,Sales,Analyst,High School,19891.99,18,4,2,4,No,0
EMP-41104,33,Engineering,Director,Masters,13841.88,8,1,2,4,No,0
EMP-41105,47,Marketing,Analyst,Masters,25948.42,25,2,1,2,No,0
EMP-41106,40,Operations,Specialist,High School,7008.45,4,2,1,5,No,1
EMP-41107,61,Engineering,Director,PhD,17117.33,13,4,4,2,No,0
EMP-41108,45,Engineering,Developer,Masters,25717.35,23,2,3,5,No,0
EMP-41109,25,Operations,Director,Bachelors,6811.39,2,1,3,5,No,0
EMP-41110,43,Sales,Developer,Bachelors,13526.3,9,4,4,3,Yes,0
EMP-41111,50,Finance,Specialist,PhD,18260.65,14,2,2,2,Yes,0
EMP-41112,56,Sales,Executive,Masters,21296.75,19,4,1,2,No,0
EMP-41113,47,Marketing,Developer,High School,10044.75,6,1,2,3,No,0
EMP-41114,60,Engineering,Manager,Masters,19978.8,21,3,4,5,No,0
EMP-41115,46,Sales,Executive,PhD,12831.24,7,2,3,2,No,0
EMP-41116,40,Engineering,Director,Bachelors,17708.71,16,3,4,4,No,0
EMP-41117,50,Sales,Specialist,PhD,16714.96,12,1,5,3,Yes,0
EMP-41118,37,Engineering,Executive,Masters,17261.27,12,2,5,5,No,0
EMP-41119,28,Engineering,Specialist,High School,12849.32,7,2,3,2,Yes,0
EMP-41120,52,Marketing,Specialist,PhD,20922.67,15,4,1,2,Yes,0
EMP-41121,50,Finance,Manager,High School,18354.2,16,4,1,5,No,0
EMP-41122,55,Marketing,Specialist,PhD,28927.95,24,3,1,4,No,0
EMP-41123,47,Engineering,Developer,High School,10308.09,7,3,4,4,Yes,0
EMP-41124,42,HR,Analyst,Masters,9739.98,3,1,2,3,No,0
EMP-41125,52,Marketing,Executive,High School,25024.75,22,4,3,2,No,0
EMP-41126,48,HR,Developer,High School,8056.62,1,2,5,5,No,0
EMP-41127,43,Sales,Manager,Masters,14564.56,13,3,1,3,Yes,0
EMP-41128,45,Engineering,Director,PhD,23260.04,23,2,3,2,No,0
EMP-41129,22,Finance,Manager,Masters,8241.33,2,1,1,3,No,0
EMP-41130,25,Engineering,Director,PhD,10120.87,5,3,4,4,No,0
EMP-41131,50,Marketing,Manager,PhD,24054.91,22,2,2,3,Yes,0
EMP-41132,34,Engineering,Director,Bachelors,14255.38,9,4,4,4,No,0
EMP-41133,59,Sales,Developer,PhD,14845.31,13,4,2,3,No,0
EMP-41134,42,Sales,Analyst,High School,7318.39,5,2,4,2,No,0
EMP-41135,41,Sales,Executive,PhD,16620.61,12,1,5,2,No,0
EMP-41136,23,Sales,Specialist,Masters,7642.69,1,4,3,5,No,0
EMP-41137,56,Finance,Executive,High School,10526.52,6,3,3,4,No,0
EMP-41138,37,Engineering,Director,PhD,10329.62,5,2,4,4,No,0
EMP-41139,24,Sales,Developer,Bachelors,7689.9,2,2,1,3,No,0
EMP-41140,28,Operations,Director,PhD,8543.02,2,1,3,4,No,0
EMP-41141,43,Engineering,Manager,High School,9035.05,1,1,5,5,No,0
EMP-41142,61,Engineering,Developer,Masters,12612.28,6,1,4,3,Yes,0
EMP-41143,54,Marketing,Manager,Masters,19723.23,14,4,3,4,No,0
EMP-41144,36,Engineering,Developer,Masters,10715.83,5,3,3,3,No,0
EMP-41145,52,Engineering,Director,PhD,21968.17,18,3,5,3,Yes,0
EMP-41146,39,HR,Executive,High School,21610.63,18,1,2,2,Yes,0
EMP-41147,45,Finance,Executive,Masters,26659.2,24,2,2,2,No,0
EMP-41148,29,Engineering,Analyst,High School,6446.53,1,1,4,5,No,0
EMP-41149,33,HR,Analyst,PhD,14697.78,12,3,3,5,No,0
EMP-41150,50,Engineering,Manager,Bachelors,16925.68,12,4,5,5,Yes,0
EMP-41151,30,Engineering,Specialist,PhD,9146.47,6,4,2,4,No,0
EMP-41152,45,Sales,Director,Bachelors,7379.88,1,3,5,4,No,0
EMP-41153,46,Engineering,Manager,High School,15855.8,12,1,2,5,No,0
EMP-41154,46,Engineering,Developer,Bachelors,11540.69,6,2,5,2,No,0
EMP-41155,48,Finance,Director,PhD,24304.07,19,4,1,5,No,0
EMP-41156,59,Marketing,Developer,Bachelors,22662.96,19,3,2,3,No,0
EMP-41157,59,Engineering,Developer,Masters,6908.11,3,1,1,5,Yes,1
EMP-41158,22,Engineering,Manager,Masters,8710.6,1,2,2,2,No,0
EMP-41159,44,Sales,Developer,Bachelors,14394.72,10,4,4,2,No,0
EMP-41160,22,Finance,Analyst,High School,7157.06,1,3,5,2,No,0
EMP-41161,34,Sales,Specialist,High School,12973.58,6,1,4,4,No,0
EMP-41162,24,Engineering,Manager,Bachelors,12497.82,4,3,1,3,No,0
EMP-41163,43,Engineering,Manager,Masters,18851.61,15,1,3,3,No,0
EMP-41164,27,Marketing,Specialist,PhD,12356.98,7,4,3,5,No,0
EMP-41165,47,HR,Director,PhD,15240.09,14,1,3,3,No,0
EMP-41166,23,Engineering,Developer,Bachelors,7543.1,1,3,2,5,No,0
EMP-41167,28,Engineering,Specialist,Masters,5052.2,3,2,2,3,No,0
EMP-41168,56,Marketing,Manager,High School,18315.79,14,2,2,3,Yes,1
EMP-41169,43,Engineering,Specialist,High School,13714.74,13,3,4,5,No,0
EMP-41170,24,Marketing,Developer,Bachelors,8838.23,1,1,5,5,Yes,0
EMP-41171,53,Marketing,Manager,Masters,21980.98,21,2,3,2,Yes,0
EMP-41172,59,Marketing,Specialist,Masters,12744.53,3,3,3,2,No,0
EMP-41173,45,Sales,Analyst,High School,14289.8,11,1,2,2,No,0
EMP-41174,57,Engineering,Manager,High School,7154.76,2,3,3,5,No,0
EMP-41175,23,Engineering,Manager,Bachelors,5694.84,1,3,3,2,No,0
EMP-41176,61,Engineering,Specialist,PhD,14770.26,11,4,2,3,No,0
EMP-41177,24,Engineering,Specialist,PhD,8259.08,2,4,1,4,Yes,0
EMP-41178,58,Sales,Manager,High School,21925.19,19,2,4,3,No,0
EMP-41179,42,Sales,Director,Bachelors,19794.6,14,1,3,2,No,0
EMP-41180,46,Engineering,Analyst,High School,17352.42,13,2,5,3,No,0
EMP-41181,52,Engineering,Specialist,PhD,12379.34,8,3,5,3,Yes,0
EMP-41182,36,Operations,Director,High School,12986.98,7,2,5,5,No,0
EMP-41183,47,Engineering,Specialist,PhD,24061.26,21,4,5,5,Yes,0
EMP-41184,39,HR,Specialist,PhD,12027.66,6,2,3,4,No,0
EMP-41185,22,Engineering,Analyst,Bachelors,9475.22,2,3,4,3,Yes,0
EMP-41186,28,Marketing,Developer,PhD,9220.59,4,2,1,3,No,0
EMP-41187,50,HR,Specialist,Masters,16354.54,10,1,4,3,Yes,0
EMP-41188,27,Finance,Developer,High School,8134.05,6,4,4,2,Yes,0
EMP-41189,24,Engineering,Specialist,Masters,10225.34,4,1,4,4,No,0
EMP-41190,38,Engineering,Director,Bachelors,19846.63,17,1,1,2,No,0
EMP-41191,27,Engineering,Developer,Masters,13121.74,6,1,3,2,Yes,1
EMP-41192,27,Marketing,Manager,Masters,5990.15,1,1,5,3,No,0
EMP-41193,31,Engineering,Manager,High School,13783.72,7,3,3,5,Yes,0
EMP-41194,41,Sales,Executive,Bachelors,17853.23,12,2,2,5,No,0
EMP-41195,50,Engineering,Developer,Bachelors,13289.7,10,4,1,3,No,0
EMP-41196,22,Finance,Manager,Masters,8102.06,1,4,1,5,No,0
EMP-41197,59,Sales,Developer,Masters,15684.27,13,4,4,2,No,0
EMP-41198,58,Finance,Director,High School,17467.05,15,4,4,4,No,0
EMP-41199,40,Finance,Director,High School,14102.08,12,4,4,4,No,0
