Campaign_ID,Channel,Variant,Impressions,Clicks,CTR_Pct,Conversions,Conversion_Rate_Pct,Ad_Spend_USD,Revenue_Generated_USD,ROAS
CMP-50779,Meta Ads,Variant C (Video Ad),150613,7575,5.03,565,7.46,366.09,42092.5,114.98
CMP-50780,Meta Ads,Variant C (Video Ad),175107,8667,4.95,743,8.58,2251.99,114050.5,50.64
CMP-50781,LinkedIn,Variant C (Video Ad),228640,7316,3.2,887,12.13,631.68,117722.64,186.36
CMP-50782,LinkedIn,Variant B (New Copy),151750,6221,4.1,429,6.91,4259.86,80930.85,19.0
CMP-50783,Google Ads,Variant B (New Copy),160401,2373,1.48,134,5.65,6338.7,17169.42,2.71
CMP-50784,SEO Organic,Variant C (Video Ad),168876,7498,4.44,377,5.03,5231.78,52904.41,10.11
CMP-50785,LinkedIn,Variant B (New Copy),231475,2800,1.21,84,3.01,6370.56,12302.64,1.93
CMP-50786,Google Ads,Variant C (Video Ad),176654,5741,3.25,300,5.23,2959.4,47298.0,15.98
CMP-50787,Google Ads,Variant C (Video Ad),147986,6526,4.41,142,2.19,7343.68,26149.3,3.56
CMP-50788,Email Marketing,Variant B (New Copy),140749,3223,2.29,306,9.5,7198.33,60838.92,8.45
CMP-50789,LinkedIn,Variant A (Control),15240,321,2.11,25,8.09,1892.24,5296.5,2.8
CMP-50790,Email Marketing,Variant B (New Copy),25888,812,3.14,80,9.91,4752.68,8548.0,1.8
CMP-50791,SEO Organic,Variant B (New Copy),36509,1880,5.15,82,4.39,6754.3,10131.1,1.5
CMP-50792,Google Ads,Variant A (Control),47603,1566,3.29,182,11.67,1377.25,19575.92,14.21
CMP-50793,SEO Organic,Variant C (Video Ad),214881,5715,2.66,501,8.77,7886.36,24068.04,3.05
CMP-50794,Google Ads,Variant B (New Copy),55299,2167,3.92,104,4.83,1048.33,16905.2,16.13
CMP-50795,Google Ads,Variant A (Control),205143,12103,5.9,1303,10.77,2810.61,207163.97,73.71
CMP-50796,LinkedIn,Variant C (Video Ad),144813,7834,5.41,169,2.16,5514.98,29977.22,5.44
CMP-50797,Google Ads,Variant A (Control),187915,9527,5.07,579,6.08,4412.19,115232.58,26.12
CMP-50798,Email Marketing,Variant A (Control),74697,4616,6.18,327,7.09,4770.35,57277.32,12.01
CMP-50799,Meta Ads,Variant A (Control),172485,8193,4.75,452,5.52,1034.08,44350.24,42.89
CMP-50800,Email Marketing,Variant A (Control),127140,2886,2.27,207,7.18,739.04,10753.65,14.55
CMP-50801,Meta Ads,Variant C (Video Ad),216745,6220,2.87,309,4.98,7417.36,19451.55,2.62
CMP-50802,Google Ads,Variant B (New Copy),155688,4857,3.12,391,8.07,5749.34,61387.0,10.68
CMP-50803,Meta Ads,Variant C (Video Ad),208296,6123,2.94,379,6.2,2408.99,41238.99,17.12
CMP-50804,Google Ads,Variant A (Control),50992,2325,4.56,107,4.64,938.47,7801.37,8.31
CMP-50805,Email Marketing,Variant C (Video Ad),238522,8539,3.58,580,6.8,2958.31,55888.8,18.89
CMP-50806,SEO Organic,Variant C (Video Ad),212256,10506,4.95,632,6.02,1888.46,138888.32,73.55
CMP-50807,Google Ads,Variant C (Video Ad),83984,3468,4.13,103,2.99,4207.02,11028.21,2.62
CMP-50808,Google Ads,Variant C (Video Ad),245567,10903,4.44,900,8.26,5596.03,114858.0,20.52
CMP-50809,Google Ads,Variant A (Control),208227,6038,2.9,192,3.19,4266.77,38300.16,8.98
CMP-50810,Google Ads,Variant C (Video Ad),194935,4132,2.12,385,9.32,2058.88,59193.75,28.75
CMP-50811,LinkedIn,Variant B (New Copy),130995,5514,4.21,304,5.53,2647.17,50378.88,19.03
CMP-50812,Email Marketing,Variant B (New Copy),51337,1576,3.07,45,2.88,6534.06,7804.8,1.19
CMP-50813,Meta Ads,Variant A (Control),212856,5704,2.68,232,4.08,3464.0,33633.04,9.71
CMP-50814,LinkedIn,Variant C (Video Ad),186007,6900,3.71,732,10.62,1939.85,51964.68,26.79
CMP-50815,Email Marketing,Variant A (Control),77033,4652,6.04,381,8.21,5808.08,57447.18,9.89
CMP-50816,Google Ads,Variant A (Control),70427,1387,1.97,165,11.96,7434.5,9502.35,1.28
CMP-50817,Email Marketing,Variant C (Video Ad),171046,8244,4.82,514,6.24,3053.35,76066.86,24.91
CMP-50818,Meta Ads,Variant B (New Copy),76136,4849,6.37,138,2.85,3121.35,23171.58,7.42
CMP-50819,SEO Organic,Variant B (New Copy),184660,7626,4.13,573,7.52,7279.67,114525.51,15.73
CMP-50820,SEO Organic,Variant A (Control),62349,1714,2.75,74,4.34,6149.01,12073.84,1.96
CMP-50821,Google Ads,Variant A (Control),210502,6525,3.1,767,11.77,1727.61,150577.44,87.16
CMP-50822,Meta Ads,Variant A (Control),167170,6151,3.68,429,6.99,665.95,74307.09,111.58
CMP-50823,Google Ads,Variant B (New Copy),48571,1306,2.69,82,6.29,5635.53,9666.98,1.72
CMP-50824,Email Marketing,Variant A (Control),120730,1919,1.59,118,6.15,2274.15,11441.28,5.03
CMP-50825,Google Ads,Variant C (Video Ad),17096,625,3.66,32,5.21,7228.25,6441.6,0.89
CMP-50826,Google Ads,Variant B (New Copy),213261,11132,5.22,382,3.44,1976.91,64195.1,32.47
CMP-50827,SEO Organic,Variant A (Control),131164,3659,2.79,217,5.95,6407.87,32673.69,5.1
CMP-50828,Meta Ads,Variant B (New Copy),133838,7066,5.28,1021,14.46,1727.86,183851.47,106.4
CMP-50829,Meta Ads,Variant B (New Copy),54269,2116,3.9,139,6.59,5626.93,10540.37,1.87
CMP-50830,SEO Organic,Variant C (Video Ad),138861,6651,4.79,671,10.09,7754.11,42642.05,5.5
CMP-50831,SEO Organic,Variant A (Control),121846,8114,6.66,297,3.67,6725.91,43676.82,6.49
CMP-50832,SEO Organic,Variant B (New Copy),127517,5878,4.61,610,10.38,2506.58,133199.6,53.14
CMP-50833,SEO Organic,Variant A (Control),162784,4802,2.95,526,10.97,3434.31,74429.0,21.67
CMP-50834,Meta Ads,Variant B (New Copy),100960,3483,3.45,128,3.68,382.3,26210.56,68.56
CMP-50835,SEO Organic,Variant B (New Copy),133784,7853,5.87,389,4.96,2791.9,52985.69,18.98
CMP-50836,Email Marketing,Variant C (Video Ad),79762,3286,4.12,76,2.32,6851.15,7089.28,1.03
CMP-50837,Google Ads,Variant B (New Copy),101072,6397,6.33,676,10.58,5142.75,119929.16,23.32
CMP-50838,SEO Organic,Variant C (Video Ad),119932,7435,6.2,202,2.73,1704.16,20977.7,12.31
CMP-50839,Google Ads,Variant B (New Copy),217495,4175,1.92,118,2.85,4022.95,14005.42,3.48
CMP-50840,LinkedIn,Variant B (New Copy),210869,8244,3.91,328,3.99,7582.67,36303.04,4.79
CMP-50841,Meta Ads,Variant A (Control),241982,12994,5.37,1165,8.97,1786.9,78008.4,43.66
CMP-50842,Google Ads,Variant B (New Copy),107301,5901,5.5,669,11.34,855.61,125216.73,146.35
CMP-50843,SEO Organic,Variant C (Video Ad),96783,6281,6.49,580,9.24,7516.66,59368.8,7.9
CMP-50844,Meta Ads,Variant B (New Copy),180333,11559,6.41,536,4.64,7860.04,53332.0,6.79
CMP-50845,SEO Organic,Variant C (Video Ad),222950,7870,3.53,742,9.43,3025.95,111693.26,36.91
CMP-50846,LinkedIn,Variant A (Control),86053,4973,5.78,124,2.5,6843.0,6821.24,1.0
CMP-50847,LinkedIn,Variant A (Control),205722,11623,5.65,259,2.23,3373.51,28935.48,8.58
CMP-50848,Email Marketing,Variant A (Control),107884,4649,4.31,114,2.46,2731.04,8250.18,3.02
CMP-50849,LinkedIn,Variant A (Control),161830,7735,4.78,685,8.86,956.21,150035.55,156.91
CMP-50850,SEO Organic,Variant A (Control),52749,1091,2.07,64,5.93,4066.17,4768.0,1.17
CMP-50851,Google Ads,Variant B (New Copy),152317,8209,5.39,638,7.78,5415.52,33546.04,6.19
CMP-50852,SEO Organic,Variant C (Video Ad),184893,11962,6.47,467,3.91,7065.54,28673.8,4.06
CMP-50853,SEO Organic,Variant C (Video Ad),168850,5757,3.41,326,5.67,3645.66,52160.0,14.31
CMP-50854,Google Ads,Variant C (Video Ad),136413,5852,4.29,703,12.02,7499.28,145007.81,19.34
CMP-50855,LinkedIn,Variant C (Video Ad),206612,8863,4.29,351,3.97,3256.23,21123.18,6.49
CMP-50856,Google Ads,Variant B (New Copy),73255,3164,4.32,171,5.42,3209.46,30492.72,9.5
CMP-50857,LinkedIn,Variant B (New Copy),164745,3789,2.3,326,8.62,2471.23,17662.68,7.15
CMP-50858,LinkedIn,Variant C (Video Ad),47147,1702,3.61,202,11.9,4513.83,36533.72,8.09
CMP-50859,LinkedIn,Variant B (New Copy),123834,6563,5.3,910,13.87,1138.77,93356.9,81.98
CMP-50860,LinkedIn,Variant B (New Copy),157394,7570,4.81,1077,14.23,7384.18,160839.18,21.78
CMP-50861,Email Marketing,Variant B (New Copy),186098,2828,1.52,233,8.26,4099.1,27929.71,6.81
CMP-50862,Google Ads,Variant C (Video Ad),29959,1150,3.84,88,7.72,5505.64,13550.24,2.46
CMP-50863,Google Ads,Variant B (New Copy),206345,9739,4.72,534,5.49,3784.05,110094.78,29.09
CMP-50864,Google Ads,Variant A (Control),129640,5898,4.55,570,9.67,5688.97,119899.5,21.08
CMP-50865,Email Marketing,Variant A (Control),13284,243,1.83,19,8.17,5029.43,2933.03,0.58
CMP-50866,SEO Organic,Variant B (New Copy),113617,6703,5.9,867,12.94,6500.88,55054.5,8.47
CMP-50867,LinkedIn,Variant B (New Copy),181021,6136,3.39,601,9.8,7312.63,84482.57,11.55
CMP-50868,LinkedIn,Variant A (Control),220512,9482,4.3,749,7.9,6666.46,144145.05,21.62
CMP-50869,SEO Organic,Variant A (Control),185070,6273,3.39,469,7.49,1118.9,46027.66,41.14
CMP-50870,Email Marketing,Variant C (Video Ad),102716,6974,6.79,833,11.95,6553.74,142692.9,21.77
CMP-50871,Email Marketing,Variant A (Control),154944,9358,6.04,523,5.59,3565.86,64904.3,18.2
CMP-50872,SEO Organic,Variant B (New Copy),178606,3447,1.93,122,3.56,7459.3,7280.96,0.98
CMP-50873,Google Ads,Variant A (Control),217024,10221,4.71,1124,11.0,6330.63,222237.28,35.11
CMP-50874,Email Marketing,Variant A (Control),165931,10304,6.21,632,6.14,5164.1,96955.12,18.77
CMP-50875,SEO Organic,Variant B (New Copy),64039,4252,6.64,565,13.29,3771.45,77179.0,20.46
CMP-50876,Email Marketing,Variant B (New Copy),162915,10231,6.28,652,6.38,6913.17,41819.28,6.05
CMP-50877,Google Ads,Variant C (Video Ad),136445,4366,3.2,191,4.38,600.0,23044.15,38.41
CMP-50878,SEO Organic,Variant C (Video Ad),171908,6309,3.67,543,8.62,2950.44,32704.89,11.08
CMP-50879,Email Marketing,Variant B (New Copy),119883,7816,6.52,1038,13.29,2480.24,97447.44,39.29
CMP-50880,Email Marketing,Variant A (Control),49941,928,1.86,75,8.18,7125.12,14051.25,1.97
CMP-50881,Meta Ads,Variant B (New Copy),171198,6043,3.53,913,15.12,7410.71,67059.85,9.05
CMP-50882,Email Marketing,Variant C (Video Ad),192640,11307,5.87,1389,12.29,1953.09,259312.41,132.77
CMP-50883,Meta Ads,Variant B (New Copy),64519,4296,6.66,219,5.12,4646.56,40387.98,8.69
CMP-50884,Meta Ads,Variant B (New Copy),60714,2155,3.55,195,9.06,849.0,13086.45,15.41
CMP-50885,Google Ads,Variant A (Control),122860,4730,3.85,436,9.23,3755.34,51827.32,13.8
CMP-50886,Google Ads,Variant B (New Copy),120622,5403,4.48,587,10.88,5877.59,74560.74,12.69
CMP-50887,Google Ads,Variant A (Control),51335,2392,4.66,285,11.94,1927.73,46517.7,24.13
CMP-50888,SEO Organic,Variant C (Video Ad),211577,5564,2.63,319,5.75,905.12,58051.62,64.14
CMP-50889,LinkedIn,Variant B (New Copy),17144,673,3.93,26,3.91,624.73,3133.52,5.02
CMP-50890,Email Marketing,Variant B (New Copy),249468,5313,2.13,363,6.85,1841.61,18338.76,9.96
CMP-50891,LinkedIn,Variant B (New Copy),133060,6772,5.09,621,9.18,3380.59,121691.16,36.0
CMP-50892,LinkedIn,Variant C (Video Ad),57800,1179,2.04,130,11.05,6966.03,28063.1,4.03
CMP-50893,Google Ads,Variant B (New Copy),218242,6852,3.14,781,11.41,7248.09,123530.77,17.04
CMP-50894,LinkedIn,Variant C (Video Ad),40236,1150,2.86,39,3.42,732.8,5219.37,7.12
CMP-50895,Google Ads,Variant A (Control),84771,5501,6.49,110,2.01,3214.96,19069.6,5.93
CMP-50896,SEO Organic,Variant B (New Copy),232292,14797,6.37,501,3.39,4146.71,47144.1,11.37
CMP-50897,Email Marketing,Variant B (New Copy),147607,9992,6.77,1092,10.93,511.94,175637.28,343.08
CMP-50898,SEO Organic,Variant A (Control),219563,8650,3.94,525,6.07,1257.71,111426.0,88.59
CMP-50899,Email Marketing,Variant A (Control),48492,1221,2.52,58,4.78,5662.81,7760.4,1.37
CMP-50900,Email Marketing,Variant B (New Copy),168300,7758,4.61,196,2.53,6021.48,30505.44,5.07
CMP-50901,Google Ads,Variant B (New Copy),185671,6535,3.52,631,9.66,5565.44,120237.05,21.6
CMP-50902,Email Marketing,Variant B (New Copy),194156,4116,2.12,514,12.49,1479.01,111352.96,75.29
CMP-50903,Google Ads,Variant C (Video Ad),108606,6559,6.04,602,9.19,1373.18,52121.16,37.96
CMP-50904,Google Ads,Variant C (Video Ad),193015,6253,3.24,698,11.17,7435.02,132836.38,17.87
CMP-50905,SEO Organic,Variant C (Video Ad),78219,3066,3.92,123,4.04,2568.86,17311.02,6.74
CMP-50906,LinkedIn,Variant B (New Copy),11652,633,5.44,97,15.42,4600.6,8779.47,1.91
CMP-50907,Email Marketing,Variant B (New Copy),14063,949,6.75,82,8.65,5616.75,8031.08,1.43
CMP-50908,Meta Ads,Variant B (New Copy),91699,2567,2.8,102,3.98,7777.01,19274.94,2.48
CMP-50909,Email Marketing,Variant B (New Copy),232242,7803,3.36,1046,13.41,4923.11,81085.92,16.47
CMP-50910,Meta Ads,Variant A (Control),71820,3210,4.47,125,3.9,3175.97,8130.0,2.56
CMP-50911,SEO Organic,Variant B (New Copy),222327,7447,3.35,224,3.02,1796.25,41554.24,23.13
CMP-50912,Email Marketing,Variant B (New Copy),233146,13312,5.71,1566,11.77,7796.67,196407.72,25.19
CMP-50913,Email Marketing,Variant C (Video Ad),134775,6738,5.0,751,11.16,2856.29,43745.75,15.32
CMP-50914,Google Ads,Variant C (Video Ad),68818,4080,5.93,310,7.62,7460.54,17304.2,2.32
CMP-50915,Google Ads,Variant B (New Copy),99552,4688,4.71,171,3.65,5423.61,21763.17,4.01
CMP-50916,Meta Ads,Variant C (Video Ad),235415,3907,1.66,464,11.89,375.55,31361.76,83.51
CMP-50917,Google Ads,Variant A (Control),157152,5107,3.25,134,2.64,2993.48,17241.78,5.76
CMP-50918,Google Ads,Variant A (Control),210535,9010,4.28,1010,11.21,3003.3,118119.5,39.33
CMP-50919,Meta Ads,Variant A (Control),81987,1475,1.8,108,7.36,7413.75,18610.56,2.51
CMP-50920,Meta Ads,Variant C (Video Ad),91853,1745,1.9,52,3.01,5510.79,5560.88,1.01
CMP-50921,SEO Organic,Variant C (Video Ad),174732,9051,5.18,333,3.68,2337.35,25367.94,10.85
CMP-50922,LinkedIn,Variant B (New Copy),217501,13050,6.0,373,2.86,6015.79,44991.26,7.48
CMP-50923,Google Ads,Variant B (New Copy),160378,7585,4.73,879,11.6,1333.93,174261.75,130.64
CMP-50924,Email Marketing,Variant B (New Copy),193755,9648,4.98,1278,13.25,3277.25,180900.9,55.2
CMP-50925,SEO Organic,Variant A (Control),101350,5776,5.7,319,5.54,4827.6,30802.64,6.38
CMP-50926,Meta Ads,Variant A (Control),218488,4020,1.84,284,7.07,2450.9,31538.2,12.87
CMP-50927,Google Ads,Variant B (New Copy),30203,1229,4.07,39,3.23,5216.2,5525.13,1.06
CMP-50928,Google Ads,Variant B (New Copy),144563,1749,1.21,157,8.99,1154.53,16409.64,14.21
CMP-50929,SEO Organic,Variant C (Video Ad),90458,3328,3.68,135,4.06,7866.59,9736.2,1.24
CMP-50930,Google Ads,Variant C (Video Ad),103841,3945,3.8,388,9.84,3617.2,56073.76,15.5
CMP-50931,LinkedIn,Variant C (Video Ad),58968,1751,2.97,39,2.27,5903.61,7143.24,1.21
CMP-50932,Email Marketing,Variant C (Video Ad),204678,9046,4.42,751,8.31,5687.84,126896.47,22.31
CMP-50933,SEO Organic,Variant C (Video Ad),171303,7211,4.21,813,11.28,7285.46,164160.96,22.53
CMP-50934,Google Ads,Variant C (Video Ad),124692,2493,2.0,72,2.9,7912.04,9289.44,1.17
CMP-50935,Meta Ads,Variant C (Video Ad),123016,6458,5.25,388,6.02,1011.11,79334.36,78.46
CMP-50936,Email Marketing,Variant A (Control),224255,8947,3.99,321,3.59,5925.72,18897.27,3.19
CMP-50937,Meta Ads,Variant B (New Copy),52473,918,1.75,87,9.52,402.13,7059.18,17.55
CMP-50938,Meta Ads,Variant A (Control),210337,11778,5.6,1373,11.66,967.25,232242.95,240.11
CMP-50939,Google Ads,Variant C (Video Ad),72331,3037,4.2,325,10.73,2265.07,18408.0,8.13
CMP-50940,LinkedIn,Variant A (Control),33695,1681,4.99,158,9.42,4274.26,11740.98,2.75
CMP-50941,Google Ads,Variant B (New Copy),225493,5614,2.49,309,5.52,3862.43,44610.33,11.55
CMP-50942,SEO Organic,Variant B (New Copy),224024,4950,2.21,416,8.41,3852.12,34037.12,8.84
CMP-50943,Google Ads,Variant B (New Copy),46884,2803,5.98,256,9.16,5463.47,34114.56,6.24
CMP-50944,Google Ads,Variant C (Video Ad),164010,2033,1.24,198,9.78,4027.87,32266.08,8.01
CMP-50945,Email Marketing,Variant C (Video Ad),121909,3389,2.78,323,9.54,7046.89,56202.0,7.98
CMP-50946,SEO Organic,Variant B (New Copy),148903,8308,5.58,370,4.46,2193.12,79309.5,36.16
CMP-50947,SEO Organic,Variant C (Video Ad),27206,612,2.25,45,7.5,6857.06,9494.55,1.38
CMP-50948,Meta Ads,Variant A (Control),235869,12265,5.2,1052,8.58,2310.88,146228.0,63.28
CMP-50949,LinkedIn,Variant C (Video Ad),41836,2363,5.65,136,5.77,2465.21,10176.88,4.13
CMP-50950,Meta Ads,Variant A (Control),78209,2056,2.63,78,3.84,5826.14,12417.6,2.13
CMP-50951,LinkedIn,Variant B (New Copy),249699,3895,1.56,366,9.4,4968.66,57041.1,11.48
CMP-50952,Google Ads,Variant B (New Copy),35167,2384,6.78,338,14.21,5415.9,31383.3,5.79
CMP-50953,LinkedIn,Variant A (Control),31022,961,3.1,103,10.77,6352.28,20265.25,3.19
CMP-50954,SEO Organic,Variant B (New Copy),85344,4250,4.98,327,7.71,385.59,57372.15,148.79
CMP-50955,Meta Ads,Variant B (New Copy),75769,3030,4.0,273,9.01,4137.87,23568.09,5.7
CMP-50956,SEO Organic,Variant C (Video Ad),41019,2202,5.37,227,10.34,4434.19,24856.5,5.61
CMP-50957,Meta Ads,Variant B (New Copy),133620,5518,4.13,722,13.1,5816.54,33948.44,5.84
CMP-50958,Google Ads,Variant B (New Copy),49623,913,1.84,95,10.47,4682.43,17404.95,3.72
CMP-50959,LinkedIn,Variant B (New Copy),120469,5360,4.45,828,15.45,993.1,118370.88,119.19
CMP-50960,Google Ads,Variant C (Video Ad),100428,5021,5.0,139,2.77,2513.56,9048.9,3.6
CMP-50961,SEO Organic,Variant A (Control),139367,2034,1.46,98,4.84,2441.73,6399.4,2.62
CMP-50962,Email Marketing,Variant B (New Copy),228058,10102,4.43,491,4.87,6072.28,54780.87,9.02
CMP-50963,Email Marketing,Variant A (Control),232860,13273,5.7,1125,8.48,1182.41,179223.75,151.57
CMP-50964,SEO Organic,Variant B (New Copy),52978,3512,6.63,162,4.62,6909.21,31197.96,4.52
CMP-50965,Email Marketing,Variant A (Control),167152,4045,2.42,243,6.02,7334.2,38605.41,5.26
CMP-50966,LinkedIn,Variant B (New Copy),249171,5755,2.31,581,10.11,6232.01,74879.28,12.02
CMP-50967,Meta Ads,Variant B (New Copy),149846,7282,4.86,717,9.85,1546.52,66551.94,43.03
CMP-50968,Meta Ads,Variant B (New Copy),184817,8446,4.57,1206,14.29,6654.88,130525.38,19.61
CMP-50969,Google Ads,Variant A (Control),60009,1482,2.47,170,11.48,7483.99,29748.3,3.97
CMP-50970,LinkedIn,Variant B (New Copy),61478,1198,1.95,58,4.91,3497.78,4836.62,1.38
CMP-50971,LinkedIn,Variant A (Control),119689,5577,4.66,434,7.79,6398.8,69422.64,10.85
CMP-50972,Email Marketing,Variant B (New Copy),136330,7716,5.66,962,12.48,2671.74,198845.4,74.43
CMP-50973,Email Marketing,Variant A (Control),141606,5763,4.07,526,9.13,1391.22,101523.26,72.97
CMP-50974,Email Marketing,Variant C (Video Ad),173723,6219,3.58,396,6.37,7454.77,42724.44,5.73
CMP-50975,Meta Ads,Variant C (Video Ad),235145,15919,6.77,1189,7.47,442.41,95785.84,216.51
CMP-50976,LinkedIn,Variant B (New Copy),123401,7947,6.44,617,7.77,6007.07,102668.8,17.09
CMP-50977,LinkedIn,Variant A (Control),119529,4063,3.4,488,12.03,4855.37,47565.36,9.8
CMP-50978,LinkedIn,Variant A (Control),52343,2140,4.09,132,6.17,2088.03,25998.72,12.45
CMP-50979,SEO Organic,Variant A (Control),29252,511,1.75,46,9.02,4464.95,3477.6,0.78
CMP-50980,Meta Ads,Variant C (Video Ad),152484,8035,5.27,775,9.65,7385.75,39726.5,5.38
CMP-50981,Google Ads,Variant B (New Copy),122211,5756,4.71,401,6.98,7123.57,29581.77,4.15
CMP-50982,Meta Ads,Variant C (Video Ad),122412,6047,4.94,379,6.28,667.08,53207.81,79.76
CMP-50983,Email Marketing,Variant A (Control),162456,2924,1.8,320,10.95,7556.58,57430.4,7.6
CMP-50984,Email Marketing,Variant C (Video Ad),80962,5400,6.67,499,9.25,4863.24,105044.49,21.6
CMP-50985,Google Ads,Variant B (New Copy),205320,12935,6.3,1192,9.22,2690.22,115445.2,42.91
CMP-50986,Email Marketing,Variant B (New Copy),73258,2329,3.18,130,5.59,1231.27,23712.0,19.26
CMP-50987,LinkedIn,Variant C (Video Ad),130581,7652,5.86,204,2.67,2022.55,15071.52,7.45
CMP-50988,SEO Organic,Variant B (New Copy),102963,3583,3.48,523,14.62,2021.43,111079.97,54.95
CMP-50989,Email Marketing,Variant B (New Copy),226412,13471,5.95,1510,11.21,7647.08,299599.1,39.18
CMP-50990,Meta Ads,Variant B (New Copy),48484,2947,6.08,355,12.05,1014.16,55152.8,54.38
CMP-50991,Meta Ads,Variant A (Control),40879,2444,5.98,93,3.83,4416.22,5314.02,1.2
CMP-50992,Google Ads,Variant C (Video Ad),94550,1531,1.62,55,3.63,961.26,2644.95,2.75
CMP-50993,SEO Organic,Variant A (Control),79532,2998,3.77,333,11.11,4726.72,53896.05,11.4
CMP-50994,LinkedIn,Variant B (New Copy),46854,1199,2.56,172,14.35,571.08,15433.56,27.03
CMP-50995,SEO Organic,Variant C (Video Ad),249332,12865,5.16,865,6.73,7608.71,118652.05,15.59
CMP-50996,LinkedIn,Variant A (Control),78447,4416,5.63,267,6.05,6918.23,24809.64,3.59
CMP-50997,SEO Organic,Variant A (Control),170036,5135,3.02,319,6.23,1884.73,62670.74,33.25
CMP-50998,Email Marketing,Variant A (Control),75089,1824,2.43,38,2.1,2015.0,1755.98,0.87
CMP-50999,Email Marketing,Variant A (Control),109914,5429,4.94,571,10.53,1467.14,54113.67,36.88
